NODE_KEY,PARENT_KEY.NODE_KEY,SO_ITEM_POS,PRODUCT_GUID.NODE_KEY,NOTE_GUID.NODE_KEY,CURRENCY_CODE,GROSS_AMOUNT,NET_AMOUNT,TAX_AMOUNT,ITEM_ATP_STATUS,OP_ITEM_POS,DATAAGING,DUMMY
5EF3FD3648631ED5B0878EA0F5A7ED9D,5EF3FD3648631ED5B0878EA0F58CED9D,0000000030,5EF3FD3648631ED5AFBB0617389833E6,5EF3FD3648631ED5B0878EA0F598AD9D,EUR,547.40,460.00,87.40,,,00000000,
5EF3FD3648631ED5B0878EA0F5A80D9D,5EF3FD3648631ED5B0878EA0F58CED9D,0000000040,5EF3FD3648631ED5AFBB0617389853E6,5EF3FD3648631ED5B0878EA0F598CD9D,GBP,678.30,570.00,108.30,,,00000000,
5EF3FD3648631ED5B0878EA0F5A82D9D,5EF3FD3648631ED5B0878EA0F58CED9D,0000000050,5EF3FD3648631ED5AFBB0617389873E6,5EF3FD3648631ED5B0878EA0F598ED9D,EUR,1231.65,1035.00,196.65,,,00000000,
5EF3FD3648631ED5B0878EA0F5A84D9D,5EF3FD3648631ED5B0878EA0F58CED9D,0000000060,5EF3FD3648631ED5AFBB0617389893E6,5EF3FD3648631ED5B0878EA0F5990D9D,USD,949.62,798.00,151.62,,,00000000,
5EF3FD3648631ED5B0878EA0F5A86D9D,5EF3FD3648631ED5B0878EA0F58CED9D,0000000070,5EF3FD3648631ED5AFBB06173898B3E6,5EF3FD3648631ED5B0878EA0F5992D9D,CAD,1023.40,860.00,163.40,,,00000000,
5EF3FD3648631ED5B0878EA0F5A88D9D,5EF3FD3648631ED5B0878EA0F58D0D9D,0000000010,5EF3FD3648631ED5AFBB06173898F3E6,5EF3FD3648631ED5B0878EA0F5994D9D,EUR,987.70,830.00,157.70,,,00000000,
5EF3FD3648631ED5B0878EA0F5A8AD9D,5EF3FD3648631ED5B0878EA0F58D0D9D,0000000020,5EF3FD3648631ED5AFBB0617389913E6,5EF3FD3648631ED5B0878EA0F5996D9D,ARS,1166.20,980.00,186.20,,,00000000,
5EF3FD3648631ED5B0878EA0F5A8CD9D,5EF3FD3648631ED5B0878EA0F58D0D9D,0000000030,5EF3FD3648631ED5AFBB0617389933E6,5EF3FD3648631ED5B0878EA0F5998D9D,EUR,415.31,349.00,66.31,,,00000000,
5EF3FD3648631ED5B0878EA0F5A8ED9D,5EF3FD3648631ED5B0878EA0F58D0D9D,0000000040,5EF3FD3648631ED5AFBB0617389953E6,5EF3FD3648631ED5B0878EA0F599AD9D,RUB,165.41,139.00,26.41,,,00000000,
5EF3FD3648631ED5B0878EA0F5A90D9D,5EF3FD3648631ED5B0878EA0F58D0D9D,0000000050,5EF3FD3648631ED5AFBB0617389973E6,5EF3FD3648631ED5B0878EA0F599CD9D,USD,117.81,99.00,18.81,,,00000000,
5EF3FD3648631ED5B0878EA0F5A92D9D,5EF3FD3648631ED5B0878EA0F58D0D9D,0000000060,5EF3FD3648631ED5AFBB0617389993E6,5EF3FD3648631ED5B0878EA0F599ED9D,EUR,606.90,510.00,96.90,,,00000000,
5EF3FD3648631ED5B0878EA0F5A94D9D,5EF3FD3648631ED5B0878EA0F58D2D9D,0000000010,5EF3FD3648631ED5AFBB06173899B3E6,5EF3FD3648631ED5B0878EA0F59A0D9D,EUR,353.43,297.00,56.43,,,00000000,
5EF3FD3648631ED5B0878EA0F5A96D9D,5EF3FD3648631ED5B0878EA0F58D2D9D,0000000020,5EF3FD3648631ED5AFBB06173899D3E6,5EF3FD3648631ED5B0878EA0F59A2D9D,JPY,283.22,238.00,45.22,,,00000000,
5EF3FD3648631ED5B0878EA0F5A98D9D,5EF3FD3648631ED5B0878EA0F58D2D9D,0000000030,5EF3FD3648631ED5AFBB06173899F3E6,5EF3FD3648631ED5B0878EA0F59A4D9D,EUR,10.71,9.00,1.71,,,00000000,
5EF3FD3648631ED5B0878EA0F5A9AD9D,5EF3FD3648631ED5B0878EA0F58D2D9D,0000000040,5EF3FD3648631ED5AFBB0617389A13E6,5EF3FD3648631ED5B0878EA0F59A6D9D,EUR,24.99,21.00,3.99,,,00000000,
5EF3FD3648631ED5B0878EA0F5A9CD9D,5EF3FD3648631ED5B0878EA0F58D2D9D,0000000050,5EF3FD3648631ED5AFBB0617389A33E6,5EF3FD3648631ED5B0878EA0F59A8D9D,ARS,26.18,22.00,4.18,,,00000000,
5EF3FD3648631ED5B0878EA0F5A9ED9D,5EF3FD3648631ED5B0878EA0F58D2D9D,0000000060,5EF3FD3648631ED5AFBB0617389A53E6,5EF3FD3648631ED5B0878EA0F59AAD9D,BRL,16.66,14.00,2.66,,,00000000,
5EF3FD3648631ED5B0878EA0F5AA0D9D,5EF3FD3648631ED5B0878EA0F58D2D9D,0000000070,5EF3FD3648631ED5AFBB0617389A73E6,5EF3FD3648631ED5B0878EA0F59ACD9D,CAD,38.08,32.00,6.08,,,00000000,
5EF3FD3648631ED5B0878EA0F5AA2D9D,5EF3FD3648631ED5B0878EA0F58D2D9D,0000000080,5EF3FD3648631ED5AFBB0617389A93E6,5EF3FD3648631ED5B0878EA0F59AED9D,CHF,92.82,78.00,14.82,,,00000000,
5EF3FD3648631ED5B0878EA0F5AA4D9D,5EF3FD3648631ED5B0878EA0F58D2D9D,0000000090,5EF3FD3648631ED5AFBB0617389AB3E6,5EF3FD3648631ED5B0878EA0F59B0D9D,USD,16.64,13.98,2.66,,,00000000,
5EF3FD3648631ED5B0878EA0F5AA6D9D,5EF3FD3648631ED5B0878EA0F58D4D9D,0000000010,5EF3FD3648631ED5AFBB0617389AD3E6,5EF3FD3648631ED5B0878EA0F59B2D9D,EUR,21.40,17.98,3.42,,,00000000,
5EF3FD3648631ED5B0878EA0F5AA8D9D,5EF3FD3648631ED5B0878EA0F58D4D9D,0000000020,5EF3FD3648631ED5AFBB0617389AF3E6,5EF3FD3648631ED5B0878EA0F59B4D9D,USD,15.46,12.99,2.47,,,00000000,
5EF3FD3648631ED5B0878EA0F5AAAD9D,5EF3FD3648631ED5B0878EA0F58D4D9D,0000000030,5EF3FD3648631ED5AFBB0617389B13E6,5EF3FD3648631ED5B0878EA0F59B6D9D,JPY,33.32,28.00,5.32,,,00000000,
5EF3FD3648631ED5B0878EA0F5AACD9D,5EF3FD3648631ED5B0878EA0F58D6D9D,0000000010,5EF3FD3648631ED5AFBB0617389CB3E6,5EF3FD3648631ED5B0878EA0F59B8D9D,USD,106.98,89.90,17.08,,,00000000,
5EF3FD3648631ED5B0878EA0F5AAED9D,5EF3FD3648631ED5B0878EA0F58D6D9D,0000000020,5EF3FD3648631ED5AFBB0617389D93E6,5EF3FD3648631ED5B0878EA0F59BAD9D,ARS,71.16,59.80,11.36,,,00000000,
5EF3FD3648631ED5B0878EA0F5AB0D9D,5EF3FD3648631ED5B0878EA0F58D8D9D,0000000010,5EF3FD3648631ED5AFBB0617389CB3E6,5EF3FD3648631ED5B0878EA0F59BCD9D,USD,320.94,269.70,51.24,,,00000000,
5EF3FD3648631ED5B0878EA0F5AB2D9D,5EF3FD3648631ED5B0878EA0F58D8D9D,0000000020,5EF3FD3648631ED5AFBB0617389CD3E6,5EF3FD3648631ED5B0878EA0F59BED9D,EUR,285.24,239.70,45.54,,,00000000,
5EF3FD3648631ED5B0878EA0F5AB4D9D,5EF3FD3648631ED5B0878EA0F58D8D9D,0000000030,5EF3FD3648631ED5AFBB0617389CF3E6,5EF3FD3648631ED5B0878EA0F59C0D9D,USD,82.11,69.00,13.11,,,00000000,
5EF3FD3648631ED5B0878EA0F5AB6D9D,5EF3FD3648631ED5B0878EA0F58D8D9D,0000000040,5EF3FD3648631ED5AFBB0617389D13E6,5EF3FD3648631ED5B0878EA0F59C2D9D,EUR,183.26,154.00,29.26,,,00000000,
5EF3FD3648631ED5B0878EA0F5AB8D9D,5EF3FD3648631ED5B0878EA0F58DAD9D,0000000010,5EF3FD3648631ED5AFBB0617389B33E6,5EF3FD3648631ED5B0878EA0F59C4D9D,ARS,253.11,212.70,40.41,,,00000000,
5EF3FD3648631ED5B0878EA0F5ABAD9D,5EF3FD3648631ED5B0878EA0F58DAD9D,0000000020,5EF3FD3648631ED5AFBB0617389B53E6,5EF3FD3648631ED5B0878EA0F59C6D9D,ZAR,97.22,81.70,15.52,,,00000000,
5EF3FD3648631ED5B0878EA0F5ABCD9D,5EF3FD3648631ED5B0878EA0F58DAD9D,0000000030,5EF3FD3648631ED5AFBB0617389B73E6,5EF3FD3648631ED5B0878EA0F59C8D9D,USD,361.28,303.60,57.68,,,00000000,
5EF3FD3648631ED5B0878EA0F5ABED9D,5EF3FD3648631ED5B0878EA0F58DAD9D,0000000040,5EF3FD3648631ED5AFBB0617389B93E6,5EF3FD3648631ED5B0878EA0F59CAD9D,EUR,166.59,139.99,26.60,,,00000000,
5EF3FD3648631ED5B0878EA0F5AC0D9D,5EF3FD3648631ED5B0878EA0F58DAD9D,0000000050,5EF3FD3648631ED5AFBB0617389BB3E6,5EF3FD3648631ED5B0878EA0F59CCD9D,INR,460.53,387.00,73.53,,,00000000,
5EF3FD3648631ED5B0878EA0F5AC2D9D,5EF3FD3648631ED5B0878EA0F58DAD9D,0000000060,5EF3FD3648631ED5AFBB0617389BD3E6,5EF3FD3648631ED5B0878EA0F59CED9D,PLN,105.91,89.00,16.91,,,00000000,
5EF3FD3648631EE5AFCD84C647700113,5EF3FD3648631EE5AFCD84C3DAB9C113,0000000010,5EF3FD3648631ED5AFBB06173896D3E6,5EF3FD3648631EE5AFCD84C3DAC64113,EUR,1137.64,956.00,181.64,,,00000000,
5EF3FD3648631EE5AFCD84C647702113,5EF3FD3648631EE5AFCD84C3DAB9C113,0000000020,5EF3FD3648631ED5AFBB06173896F3E6,5EF3FD3648631EE5AFCD84C3DAC66113,EUR,2972.62,2498.00,474.62,,,00000000,
5EF3FD3648631EE5AFCD84C647704113,5EF3FD3648631EE5AFCD84C3DAB9C113,0000000030,5EF3FD3648631ED5AFBB0617389713E6,5EF3FD3648631EE5AFCD84C3DAC68113,USD,3736.60,3140.00,596.60,,,00000000,
5EF3FD3648631EE5AFCD84C647706113,5EF3FD3648631EE5AFCD84C3DAB9C113,0000000040,5EF3FD3648631ED5AFBB0617389733E6,5EF3FD3648631EE5AFCD84C3DAC6A113,EUR,3927.00,3300.00,627.00,,,00000000,
5EF3FD3648631EE5AFCD84C647708113,5EF3FD3648631EE5AFCD84C3DAB9C113,0000000050,5EF3FD3648631ED5AFBB0617389753E6,5EF3FD3648631EE5AFCD84C3DAC6C113,USD,1067.43,897.00,170.43,,,00000000,
5EF3FD3648631EE5AFCD84C64770A113,5EF3FD3648631EE5AFCD84C3DAB9C113,0000000060,5EF3FD3648631ED5AFBB0617389773E6,5EF3FD3648631EE5AFCD84C3DAC6E113,EUR,4757.62,3998.00,759.62,,,00000000,
5EF3FD3648631EE5AFCD84C64770C113,5EF3FD3648631EE5AFCD84C3DAB9C113,0000000070,5EF3FD3648631ED5AFBB0617389793E6,5EF3FD3648631EE5AFCD84C3DAC70113,JPY,5471.62,4598.00,873.62,,,00000000,
5EF3FD3648631EE5AFCD84C64770E113,5EF3FD3648631EE5AFCD84C3DAB9C113,0000000080,5EF3FD3648631ED5AFBB0617389833E6,5EF3FD3648631EE5AFCD84C3DAC72113,EUR,547.40,460.00,87.40,,,00000000,
5EF3FD3648631EE5AFCD84C647710113,5EF3FD3648631EE5AFCD84C3DAB9C113,0000000090,5EF3FD3648631ED5AFBB0617389853E6,5EF3FD3648631EE5AFCD84C3DAC74113,GBP,1017.45,855.00,162.45,,,00000000,
5EF3FD3648631EE5AFCD84C647712113,5EF3FD3648631EE5AFCD84C3DAB9C113,0000000100,5EF3FD3648631ED5AFBB0617389873E6,5EF3FD3648631EE5AFCD84C3DAC76113,EUR,1231.65,1035.00,196.65,,,00000000,
5EF3FD3648631EE5AFCD84C647714113,5EF3FD3648631EE5AFCD84C3DAB9E113,0000000010,5EF3FD3648631ED5AFBB0617389833E6,5EF3FD3648631EE5AFCD84C3DAC78113,EUR,547.40,460.00,87.40,,,00000000,
5EF3FD3648631EE5AFCD84C647716113,5EF3FD3648631EE5AFCD84C3DAB9E113,0000000020,5EF3FD3648631ED5AFBB0617389853E6,5EF3FD3648631EE5AFCD84C3DAC7A113,GBP,339.15,285.00,54.15,,,00000000,
5EF3FD3648631EE5AFCD84C647718113,5EF3FD3648631EE5AFCD84C3DAB9E113,0000000030,5EF3FD3648631ED5AFBB0617389873E6,5EF3FD3648631EE5AFCD84C3DAC7C113,EUR,821.10,690.00,131.10,,,00000000,
5EF3FD3648631EE5AFCD84C64771A113,5EF3FD3648631EE5AFCD84C3DAB9E113,0000000040,5EF3FD3648631ED5AFBB0617389893E6,5EF3FD3648631EE5AFCD84C3DAC7E113,USD,949.62,798.00,151.62,,,00000000,
5EF3FD3648631EE5AFCD84C64771C113,5EF3FD3648631EE5AFCD84C3DAB9E113,0000000050,5EF3FD3648631ED5AFBB06173898B3E6,5EF3FD3648631EE5AFCD84C3DAC80113,CAD,1023.40,860.00,163.40,,,00000000,
5EF3FD3648631EE5AFCD84C64771E113,5EF3FD3648631EE5AFCD84C3DAB9E113,0000000060,5EF3FD3648631ED5AFBB06173898D3E6,5EF3FD3648631EE5AFCD84C3DAC82113,MXN,2927.40,2460.00,467.40,,,00000000,
5EF3FD3648631EE5AFCD84C647720113,5EF3FD3648631EE5AFCD84C3DAB9E113,0000000070,5EF3FD3648631ED5AFBB06173897B3E6,5EF3FD3648631EE5AFCD84C3DAC84113,EUR,1638.63,1377.00,261.63,,,00000000,
5EF3FD3648631EE5AFCD84C647722113,5EF3FD3648631EE5AFCD84C3DAB9E113,0000000080,5EF3FD3648631ED5AFBB06173897D3E6,5EF3FD3648631EE5AFCD84C3DAC86113,MXN,531.93,447.00,84.93,,,00000000,
5EF3FD3648631EE5AFCD84C647724113,5EF3FD3648631EE5AFCD84C3DAB9E113,0000000090,5EF3FD3648631ED5AFBB06173897F3E6,5EF3FD3648631EE5AFCD84C3DAC88113,ARS,3996.02,3358.00,638.02,,,00000000,
5EF3FD3648631EE5AFCD84C647726113,5EF3FD3648631EE5AFCD84C3DAB9E113,0000000100,5EF3FD3648631ED5AFBB0617389813E6,5EF3FD3648631EE5AFCD84C3DAC8A113,USD,1827.84,1536.00,291.84,,,00000000,
5EF3FD3648631EE5AFCD84C647728113,5EF3FD3648631EE5AFCD84C3DABA0113,0000000010,5EF3FD3648631ED5AFBB06173898F3E6,5EF3FD3648631EE5AFCD84C3DAC8C113,EUR,2963.10,2490.00,473.10,,,00000000,
5EF3FD3648631EE5AFCD84C64772A113,5EF3FD3648631EE5AFCD84C3DABA0113,0000000020,5EF3FD3648631ED5AFBB0617389913E6,5EF3FD3648631EE5AFCD84C3DAC8E113,ARS,583.10,490.00,93.10,,,00000000,
5EF3FD3648631EE5AFCD84C64772C113,5EF3FD3648631EE5AFCD84C3DABA0113,0000000030,5EF3FD3648631ED5AFBB0617389933E6,5EF3FD3648631EE5AFCD84C3DAC90113,EUR,830.62,698.00,132.62,,,00000000,
5EF3FD3648631EE5AFCD84C64772E113,5EF3FD3648631EE5AFCD84C3DABA0113,0000000040,5EF3FD3648631ED5AFBB0617389953E6,5EF3FD3648631EE5AFCD84C3DAC92113,RUB,330.82,278.00,52.82,,,00000000,
5EF3FD3648631EE5AFCD84C647730113,5EF3FD3648631EE5AFCD84C3DABA0113,0000000050,5EF3FD3648631ED5AFBB0617389973E6,5EF3FD3648631EE5AFCD84C3DAC94113,USD,117.81,99.00,18.81,,,00000000,
5EF3FD3648631EE5AFCD84C647732113,5EF3FD3648631EE5AFCD84C3DABA0113,0000000060,5EF3FD3648631ED5AFBB0617389993E6,5EF3FD3648631EE5AFCD84C3DAC96113,EUR,404.60,340.00,64.60,,,00000000,
5EF3FD3648631EE5AFCD84C647734113,5EF3FD3648631EE5AFCD84C3DABA0113,0000000070,5EF3FD3648631ED5AFBB06173899B3E6,5EF3FD3648631EE5AFCD84C3DAC98113,EUR,117.81,99.00,18.81,,,00000000,
5EF3FD3648631EE5AFCD84C647736113,5EF3FD3648631EE5AFCD84C3DABA0113,0000000080,5EF3FD3648631ED5AFBB06173899D3E6,5EF3FD3648631EE5AFCD84C3DAC9A113,JPY,283.22,238.00,45.22,,,00000000,
5EF3FD3648631EE5AFCD84C647738113,5EF3FD3648631EE5AFCD84C3DABA2113,0000000010,5EF3FD3648631ED5AFBB0617389B93E6,5EF3FD3648631EE5AFCD84C3DAC9C113,EUR,499.76,419.97,79.79,,,00000000,
5EF3FD3648631EE5AFCD84C64773A113,5EF3FD3648631EE5AFCD84C3DABA2113,0000000020,5EF3FD3648631ED5AFBB0617389BB3E6,5EF3FD3648631EE5AFCD84C3DAC9E113,INR,460.53,387.00,73.53,,,00000000,
5EF3FD3648631EE5AFCD84C64773C113,5EF3FD3648631EE5AFCD84C3DABA2113,0000000030,5EF3FD3648631ED5AFBB0617389BD3E6,5EF3FD3648631EE5AFCD84C3DACA0113,PLN,317.73,267.00,50.73,,,00000000,
5EF3FD3648631EE5AFCD84C64773E113,5EF3FD3648631EE5AFCD84C3DABA2113,0000000040,5EF3FD3648631ED5AFBB0617389BF3E6,5EF3FD3648631EE5AFCD84C3DACA2113,ARS,201.11,169.00,32.11,,,00000000,
5EF3FD3648631EE5AFCD84C647740113,5EF3FD3648631EE5AFCD84C3DABA2113,0000000050,5EF3FD3648631ED5AFBB0617389C13E6,5EF3FD3648631EE5AFCD84C3DACA4113,CNY,224.91,189.00,35.91,,,00000000,
5EF3FD3648631EE5AFCD84C647742113,5EF3FD3648631EE5AFCD84C3DABA4113,0000000010,5EF3FD3648631ED5AFBB0617389CB3E6,5EF3FD3648631EE5AFCD84C3DACA6113,USD,213.96,179.80,34.16,,,00000000,
5EF3FD3648631EE5AFCD84C647744113,5EF3FD3648631EE5AFCD84C3DABA4113,0000000020,5EF3FD3648631ED5AFBB0617389CD3E6,5EF3FD3648631EE5AFCD84C3DACA8113,EUR,95.08,79.90,15.18,,,00000000,
5EF3FD3648631EE5AFCD84C647746113,5EF3FD3648631EE5AFCD84C3DABA4113,0000000030,5EF3FD3648631ED5AFBB0617389CF3E6,5EF3FD3648631EE5AFCD84C3DACAA113,USD,164.22,138.00,26.22,,,00000000,
5EF3FD3648631EE5AFCD84C647748113,5EF3FD3648631EE5AFCD84C3DABA4113,0000000040,5EF3FD3648631ED5AFBB0617389D13E6,5EF3FD3648631EE5AFCD84C3DACAC113,EUR,91.63,77.00,14.63,,,00000000,
5EF3FD3648631EE5AFCD84C64774A113,5EF3FD3648631EE5AFCD84C3DABA4113,0000000050,5EF3FD3648631ED5AFBB0617389D33E6,5EF3FD3648631EE5AFCD84C3DACAE113,JPY,196.35,165.00,31.35,,,00000000,
5EF3FD3648631EE5AFCD84C64774C113,5EF3FD3648631EE5AFCD84C3DABA6113,0000000010,5EF3FD3648631ED5AFBB0617389F53E6,5EF3FD3648631EE5AFCD84C3DACB0113,EUR,5950.00,5000.00,950.00,,,00000000,
5EF3FD3648631EE5AFCD84C64774E113,5EF3FD3648631EE5AFCD84C3DABA6113,0000000020,5EF3FD3648631ED5AFBB0617389F73E6,5EF3FD3648631EE5AFCD84C3DACB2113,JPY,35700.00,30000.00,5700.00,,,00000000,
5EF3FD3648631EE5AFCD84C647750113,5EF3FD3648631EE5AFCD84C3DABA6113,0000000030,5EF3FD3648631ED5AFBB0617389F93E6,5EF3FD3648631EE5AFCD84C3DACB4113,EUR,59500.00,50000.00,9500.00,,,00000000,
5EF3FD3648631EE5AFCD84C647752113,5EF3FD3648631EE5AFCD84C3DABA6113,0000000040,5EF3FD3648631ED5AFBB0617389DB3E6,5EF3FD3648631EE5AFCD84C3DACB6113,USD,31.77,26.70,5.07,,,00000000,
5EF3FD3648631EE5AFCD84C647754113,5EF3FD3648631EE5AFCD84C3DABA6113,0000000050,5EF3FD3648631ED5AFBB0617389DD3E6,5EF3FD3648631EE5AFCD84C3DACB8113,EUR,16.42,13.80,2.62,,,00000000,
5EF3FD3648631EE5AFCD84C647756113,5EF3FD3648631EE5AFCD84C3DABA6113,0000000060,5EF3FD3648631ED5AFBB0617389DF3E6,5EF3FD3648631EE5AFCD84C3DACBA113,GBP,92.82,78.00,14.82,,,00000000,
5EF3FD3648631EE5AFCD84C647758113,5EF3FD3648631EE5AFCD84C3DABA6113,0000000070,5EF3FD3648631ED5AFBB0617389E13E6,5EF3FD3648631EE5AFCD84C3DACBC113,EUR,8.21,6.90,1.31,,,00000000,
5EF3FD3648631EE5AFCD84C64775A113,5EF3FD3648631EE5AFCD84C3DABA8113,0000000010,5EF3FD3648631ED5AFBB0617389D53E6,5EF3FD3648631EE5AFCD84C3DACBE113,EUR,103.53,87.00,16.53,,,00000000,
5EF3FD3648631EE5AFCD84C64775C113,5EF3FD3648631EE5AFCD84C3DABA8113,0000000020,5EF3FD3648631ED5AFBB0617389D73E6,5EF3FD3648631EE5AFCD84C3DACC0113,MXN,40.46,34.00,6.46,,,00000000,
5EF3FD3648631EE5AFCD84C64775E113,5EF3FD3648631EE5AFCD84C3DABA8113,0000000030,5EF3FD3648631ED5AFBB0617389D93E6,5EF3FD3648631EE5AFCD84C3DACC2113,ARS,106.74,89.70,17.04,,,00000000,
5EF3FD3648631EE5AFCD84C647760113,5EF3FD3648631EE5AFCD84C3DABAA113,0000000010,5EF3FD3648631ED5AFBB0617389833E6,5EF3FD3648631EE5AFCD84C3DACC4113,EUR,547.40,460.00,87.40,,,00000000,
5EF3FD3648631EE5AFCD84C647762113,5EF3FD3648631EE5AFCD84C3DABAA113,0000000020,5EF3FD3648631ED5AFBB0617389853E6,5EF3FD3648631EE5AFCD84C3DACC6113,GBP,1017.45,855.00,162.45,,,00000000,
5EF3FD3648631EE5AFCD84C647764113,5EF3FD3648631EE5AFCD84C3DABAA113,0000000030,5EF3FD3648631ED5AFBB0617389873E6,5EF3FD3648631EE5AFCD84C3DACC8113,EUR,410.55,345.00,65.55,,,00000000,
5EF3FD3648631EE5AFCD84C647766113,5EF3FD3648631EE5AFCD84C3DABAA113,0000000040,5EF3FD3648631ED5AFBB0617389893E6,5EF3FD3648631EE5AFCD84C3DACCA113,USD,949.62,798.00,151.62,,,00000000,
5EF3FD3648631EE5AFCD84C647768113,5EF3FD3648631EE5AFCD84C3DABAA113,0000000050,5EF3FD3648631ED5AFBB06173898B3E6,5EF3FD3648631EE5AFCD84C3DACCC113,CAD,1023.40,860.00,163.40,,,00000000,
5EF3FD3648631EE5AFCD84C64776A113,5EF3FD3648631EE5AFCD84C3DABAA113,0000000060,5EF3FD3648631ED5AFBB06173898D3E6,5EF3FD3648631EE5AFCD84C3DACCE113,MXN,1463.70,1230.00,233.70,,,00000000,
5EF3FD3648631EE5AFCD84C64776C113,5EF3FD3648631EE5AFCD84C3DABAA113,0000000070,5EF3FD3648631ED5AFBB06173896D3E6,5EF3FD3648631EE5AFCD84C3DACD0113,EUR,3412.92,2868.00,544.92,,,00000000,
5EF3FD3648631EE5AFCD84C64776E113,5EF3FD3648631EE5AFCD84C3DABAA113,0000000080,5EF3FD3648631ED5AFBB06173896F3E6,5EF3FD3648631EE5AFCD84C3DACD2113,EUR,1486.31,1249.00,237.31,,,00000000,
5EF3FD3648631EE5AFCD84C647770113,5EF3FD3648631EE5AFCD84C3DABAC113,0000000010,5EF3FD3648631ED5AFBB06173899F3E6,5EF3FD3648631EE5AFCD84C3DACD4113,EUR,21.42,18.00,3.42,,,00000000,
5EF3FD3648631EE5AFCD84C647772113,5EF3FD3648631EE5AFCD84C3DABAC113,0000000020,5EF3FD3648631ED5AFBB0617389A13E6,5EF3FD3648631EE5AFCD84C3DACD6113,EUR,16.66,14.00,2.66,,,00000000,
5EF3FD3648631EE5AFCD84C647774113,5EF3FD3648631EE5AFCD84C3DABAC113,0000000030,5EF3FD3648631ED5AFBB0617389A33E6,5EF3FD3648631EE5AFCD84C3DACD8113,ARS,26.18,22.00,4.18,,,00000000,
5EF3FD3648631EE5AFCD84C647776113,5EF3FD3648631EE5AFCD84C3DABAC113,0000000040,5EF3FD3648631ED5AFBB0617389A53E6,5EF3FD3648631EE5AFCD84C3DACDA113,BRL,49.98,42.00,7.98,,,00000000,
5EF3FD3648631EE5AFCD84C647778113,5EF3FD3648631EE5AFCD84C3DABAC113,0000000050,5EF3FD3648631ED5AFBB0617389A73E6,5EF3FD3648631EE5AFCD84C3DACDC113,CAD,19.04,16.00,3.04,,,00000000,
5EF3FD3648631EE5AFCD84C64777A113,5EF3FD3648631EE5AFCD84C3DABAC113,0000000060,5EF3FD3648631ED5AFBB0617389A93E6,5EF3FD3648631EE5AFCD84C3DACDE113,CHF,61.88,52.00,9.88,,,00000000,
5EF3FD3648631EE5AFCD84C64777C113,5EF3FD3648631EE5AFCD84C3DABAE113,0000000010,5EF3FD3648631ED5AFBB06173898F3E6,5EF3FD3648631EE5AFCD84C3DACE0113,EUR,1975.40,1660.00,315.40,,,00000000,
5EF3FD3648631EE5AFCD84C64777E113,5EF3FD3648631EE5AFCD84C3DABAE113,0000000020,5EF3FD3648631ED5AFBB0617389913E6,5EF3FD3648631EE5AFCD84C3DACE2113,ARS,1166.20,980.00,186.20,,,00000000,
5EF3FD3648631EE5AFCD84C647780113,5EF3FD3648631EE5AFCD84C3DABAE113,0000000030,5EF3FD3648631ED5AFBB0617389933E6,5EF3FD3648631EE5AFCD84C3DACE4113,EUR,830.62,698.00,132.62,,,00000000,
5EF3FD3648631EE5AFCD84C647782113,5EF3FD3648631EE5AFCD84C3DABB0113,0000000010,5EF3FD3648631ED5AFBB0617389B33E6,5EF3FD3648631EE5AFCD84C3DACE6113,ARS,168.74,141.80,26.94,,,00000000,
5EF3FD3648631EE5AFCD84C647784113,5EF3FD3648631EE5AFCD84C3DABB0113,0000000020,5EF3FD3648631ED5AFBB0617389B53E6,5EF3FD3648631EE5AFCD84C3DACE8113,ZAR,194.45,163.40,31.05,,,00000000,
5EF3FD3648631EE5AFCD84C647786113,5EF3FD3648631EE5AFCD84C3DABB0113,0000000030,5EF3FD3648631ED5AFBB0617389B73E6,5EF3FD3648631EE5AFCD84C3DACEA113,USD,361.28,303.60,57.68,,,00000000,
5EF3FD3648631EE5AFCD84C647788113,5EF3FD3648631EE5AFCD84C3DABB0113,0000000040,5EF3FD3648631ED5AFBB0617389AB3E6,5EF3FD3648631EE5AFCD84C3DACEC113,USD,16.64,13.98,2.66,,,00000000,
5EF3FD3648631EE5AFCD84C64778A113,5EF3FD3648631EE5AFCD84C3DABB0113,0000000050,5EF3FD3648631ED5AFBB0617389AD3E6,5EF3FD3648631EE5AFCD84C3DACEE113,EUR,21.40,17.98,3.42,,,00000000,
5EF3FD3648631EE5AFCD84C64778C113,5EF3FD3648631EE5AFCD84C3DABB0113,0000000060,5EF3FD3648631ED5AFBB0617389AF3E6,5EF3FD3648631EE5AFCD84C3DACF0113,USD,15.46,12.99,2.47,,,00000000,
5EF3FD3648631EE5AFCD84C64778E113,5EF3FD3648631EE5AFCD84C3DABB0113,0000000070,5EF3FD3648631ED5AFBB0617389B13E6,5EF3FD3648631EE5AFCD84C3DACF2113,JPY,49.98,42.00,7.98,,,00000000,
5EF3FD3648631EE5AFCD84C647790113,5EF3FD3648631EE5AFCD84C3DABB2113,0000000010,5EF3FD3648631ED5AFBB0617389D33E6,5EF3FD3648631EE5AFCD84C3DACF4113,JPY,65.45,55.00,10.45,,,00000000,
5EF3FD3648631EE5AFCD84C647792113,5EF3FD3648631EE5AFCD84C3DABB2113,0000000020,5EF3FD3648631ED5AFBB0617389D53E6,5EF3FD3648631EE5AFCD84C3DACF6113,EUR,103.53,87.00,16.53,,,00000000,
